,job_title,job_link,company_name,company_link,salary,currency,category,contract,experience,benefit,requirement,industry,company_size,company_location,job_location,posted,updated,scrapped_time
45,Thực tập sinh Business Data Analysis,https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-business-data-analysis/968b40e9-3185-4ba8-8434-e32fd19b4e07,Công Ty Toponseek,https://glints.com/vn/companies/cong-ty-toponseek/c762d6d3-78b6-452e-a46a-2a91747e05d4,VND3.000.000/month,VND,Data Science,Thực Tập,,,"bi suites,kỹ năng phân tích,Tư Duy Logic Tốt",Market Research,11-50 nhân viên,,Ho Chi Minh City,5 tháng trước,nhật 1 giờ trước,2022-11-11 13:46:31
46,Data Engineer,https://glints.com/vn/opportunities/jobs/data-engineer/79445aa8-3fbd-4796-b122-bd028c44acbf,DRCOM,https://glints.com/vn/companies/drcom/d90fac59-e8b3-43ea-b4e0-7181bcda088f,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Mysql Database,CDP,Hadoop",Hospital & Health Care,51-200 nhân viên,"Địa chỉ văn phòng131 Xô Viết Nghệ Tĩnh, P17, Bình Thạnh, TPHCM",Ho Chi Minh City,3 ngày trước,nhật 3 ngày trước,2022-11-11 13:46:38
47,Data Scientist,https://glints.com/vn/opportunities/jobs/data-scientist/fbe30d47-8908-4d65-8f4f-fa14764eb9b6, CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MB SHINSEI (MCREDIT),https://glints.com/vn/companies/cong-ty-tai-chinh-trach-nhiem-huu-han-mb-shinsei-mcredit/7d2df1bd-1a7f-4ed7-932b-a9add54305e9,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Data Science,Analytical Skills,Statistical Data Analysis",Financial Services,"5001 - 10,000 nhân viên",,Hà Nội,12 ngày trước,nhật 12 ngày trước,2022-11-11 13:46:47
48,Data Engineer,https://glints.com/vn/opportunities/jobs/data-engineer/32f2daf7-77e2-4eea-9d9d-89f025fed78b, CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MB SHINSEI (MCREDIT),https://glints.com/vn/companies/cong-ty-tai-chinh-trach-nhiem-huu-han-mb-shinsei-mcredit/7d2df1bd-1a7f-4ed7-932b-a9add54305e9,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Engineering,Software Development,Data Analysis",Financial Services,"5001 - 10,000 nhân viên",,Hà Nội,14 ngày trước,nhật 14 ngày trước,2022-11-11 13:46:52
49,Data Engineer,https://glints.com/vn/opportunities/jobs/data-engineer/32d0e8b2-e1c3-416a-93d3-e9996e89bad4,Công Ty Chứng Khoán Phú Hưng,https://glints.com/vn/companies/cong-ty-chung-khoan-phu-hung/f309ff1c-1568-4f16-ad4d-13ffa27a5970,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Securities,MySQL,Finance,Python,Investments",Financial Services,201-500 nhân viên,"Địa chỉ văn phòng08 Hoàng Văn Thái, Quận Tân Phú, Quận 7",Ho Chi Minh City,23 ngày trước,nhật 22 ngày trước,2022-11-11 13:46:57
50,Data Engineer ,https://glints.com/vn/opportunities/jobs/data-engineer/81931b85-f4c8-4f22-a51f-dffece422092,AdStart Media Pte. Ltd,https://glints.com/vn/companies/adstart-media-pte-ltd/bec610d2-80c2-435e-bc71-d45c0c4a81c1,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Nosql,MySQL,Mysql Database,PostgreSQL,Databases,Amazon Web Services,Data Engineering,Python,AWS Lamda,Relational Databases,AWS Athena,Amazon Web Services (AWS),Aws Glue",Marketing and Advertising,11-50 nhân viên,,Ho Chi Minh City,1 tháng trước,nhật 30 ngày trước,2022-11-11 13:47:02
51,Data Engineer,https://glints.com/vn/opportunities/jobs/data-engineer/26463126-4f0f-4f93-8933-70c896535e2f,CMC Saigon Technology and Solution,https://glints.com/vn/companies/cmc-saigon-technology-and-solution/b1276599-5d78-4d67-9e03-318757b986ba,,,Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"SQL Navigator,Tư Duy Sáng Tạo,Toad",Information Technology and Services,Tự kinh doanh,"Địa chỉ văn phòng111-121 Ngo Gia Tu, Ward 2, District 10, HCMC",Ho Chi Minh City,1 tháng trước,nhật 16 ngày trước,2022-11-11 13:47:09
52,Data Engineer,https://glints.com/vn/opportunities/jobs/data-engineer/a707f5c2-38a7-44cc-a6d9-f6e0ce37e553,Seal Commerce,https://glints.com/vn/companies/seal-commerce/3e9d82fe-455b-44fc-81ac-7b4cd283880a,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"SQL,Ms Excel,Business Intelligence,Data Analysis,Aws Glue,Power BI",,51-200 nhân viên,"Địa chỉ văn phòng5th floor, Artemis Tower, No. 3 Le Trong Tan, Khuong Mai, Thanh Xuan, Hanoi.",Hà Nội,1 tháng trước,nhật 31 ngày trước,2022-11-11 13:47:16
53,Data Engineer,https://glints.com/vn/opportunities/jobs/data-engineer/5bc6473d-7bd2-447e-b4c3-e8dda7d741ad, CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MB SHINSEI (MCREDIT),https://glints.com/vn/companies/cong-ty-tai-chinh-trach-nhiem-huu-han-mb-shinsei-mcredit/7d2df1bd-1a7f-4ed7-932b-a9add54305e9,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"MySQL,CDC,Data Warehouse,Data Engineering,Aws,Dms",Financial Services,"5001 - 10,000 nhân viên",,Hà Nội,2 tháng trước,nhật 2 tháng trước,2022-11-11 13:47:27
54,Data Engineer ,https://glints.com/vn/opportunities/jobs/data-engineer/0ac95063-a1e0-4e69-a56f-6d9042860a09,Topica Edtech Group,https://glints.com/vn/companies/topica-edtech-group/438b7b93-d463-4f6a-93ad-9a34535be543,,,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"JavaScript,MySQL,Big Data,Cloud Infrastructure,Python,Scala",Higher Education,1001 - 5000 nhân viên,"Địa chỉ văn phòngHai Ba Trung District, Hanoi",Ho Chi Minh City,5 tháng trước,nhật 22 ngày trước,2022-11-11 13:47:33
55,Data Engineer,https://glints.com/vn/opportunities/jobs/data-engineer/598d50a1-d0b6-4833-be20-7e9966dc8ae0,Công Ty Tnhh Puzzle Studio,https://glints.com/vn/companies/cong-ty-tnhh-puzzle-studio/c13b00ef-2137-4fb2-ae6e-2b20ffa1b580,VND15.000.000/month,VND,Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"SQL,Python,ETL",Information Technology and Services,11-50 nhân viên,"Địa chỉ văn phòngTòa nhà Republic Plaza, Số 18E Cộng Hòa",Ho Chi Minh City,5 tháng trước,nhật 22 ngày trước,2022-11-11 13:47:40
56,Data Engineer,https://glints.com/vn/opportunities/jobs/data-engineer/e43a40b0-da11-49a8-9c10-7118b9d390d6,Công Ty Tnhh Puzzle Studio,https://glints.com/vn/companies/cong-ty-tnhh-puzzle-studio/c13b00ef-2137-4fb2-ae6e-2b20ffa1b580,VND15.000.000/month,VND,Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"SQL,Python,ETL",Information Technology and Services,11-50 nhân viên,"Địa chỉ văn phòngTòa nhà Republic Plaza, Số 18E Cộng Hòa",Ho Chi Minh City,5 tháng trước,nhật 22 ngày trước,2022-11-11 13:47:49
57,DATA ENGINEER,https://glints.com/vn/opportunities/jobs/data-engineer/e071500e-8847-4ce4-a2de-c7c3603149a6,Gene Solutions,https://glints.com/vn/companies/gene-solutions/e79be626-3d93-44e5-aec9-6bc768f6e8db,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Data Entry,Data Science,Database Administration,Statistical Data Analysis,Data Analysis",Hospital & Health Care,201-500 nhân viên,"Địa chỉ văn phòng186 – 188 Nguyễn Duy Dương, Phường 3, Quận 10, TP. Hồ Chí Minh",Ho Chi Minh City,8 tháng trước,nhật 19 ngày trước,2022-11-11 13:47:59
58,Data Scientist,https://glints.com/vn/opportunities/jobs/data-scientist/15dac4d3-b062-43fc-99dc-5b59a611ea14,Kiến Guru,https://glints.com/vn/companies/kien-guru/5d7ec2df-cb67-47e1-a7e3-e92e42656492,IDR100 - 200/month,IDR,Data Science,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Data Science,Analytical Skills,Project Management,Strategic Thinking,Data Analysis",,201-500 nhân viên,"Địa chỉ văn phòng351 / 58 Lê Văn Sỹ, Phường 13, Quận 3, Thành phố Hồ Chí Minh",Ho Chi Minh City,3 tháng trước,nhật hôm qua,2022-11-11 13:48:07
59, Data Engineer,https://glints.com/vn/opportunities/jobs/data-engineer/1239dc85-8116-495a-804a-ba6e22b5de08,Công Ty Cổ Phần Giải Pháp Phần Mềm Tài Chính (FSS),https://glints.com/vn/companies/cong-ty-co-phan-giai-phap-phan-mem-tai-chinh-fss/cab4c69a-b3ee-401c-8f30-159e703eb38b,IDR100 - 200/month,IDR,Software Engineering,Việc làm fulltime,,,"Teamwork,Csdl,Ham Học Hỏi",Information Technology and Services,,,Ho Chi Minh City,2 tháng trước,nhật 3 ngày trước,2022-11-11 13:48:18
60,Data Specialist,https://glints.com/vn/opportunities/jobs/data-specialist/7f476a25-9c12-40e1-9e23-5277a82f3a29,Công ty Cổ phần Công nghệ Bằng Hữu (AMIGO),https://glints.com/vn/companies/cong-ty-co-phan-cong-nghe-bang-huu-amigo/03d59b50-bcd8-47d0-95b5-01ae69066148,IDR100 - 200/month,IDR,Other,Việc làm fulltime,,,"chủ động,Cntt,Làm việc độc lập và nhóm",,51-200 nhân viên,"Địa chỉ văn phòngP501, tầng 5, Tòa nhà IPH, 241 Xuân Thủy, phường Dịch vọng Hậu, Cầu Giấy, Hà Nội",Hà Nội,3 tháng trước,nhật 22 ngày trước,2022-11-11 13:48:36
61,Data Scientist,https://glints.com/vn/opportunities/jobs/data-scientist/44ad8871-1c65-4def-b060-7e07fcaccee9,Smartpay,https://glints.com/vn/companies/smartpay/6fe826c4-c799-4a75-a1c6-a32484ca91ce,,,Data Science,Việc làm fulltime,,,"Data Science,Machine Learning,Statistics",Financial Services,201-500 nhân viên,"Địa chỉ văn phòngTầng 16, E-town Central, 11 Đoàn Văn Bơ, Phường 12, Quận 4, TP.HCM, Việt Nam",Ho Chi Minh City,10 tháng trước,nhật 1 tháng trước,2022-11-11 13:48:44
62,Data Analyst (Chuyên Viên Phân Tích Dữ Liệu Phòng MIS),https://glints.com/vn/opportunities/jobs/data-analyst-chuyen-vien-phan-tich-du-lieu-phong-mis/076d0996-2450-4cb3-b24e-b814617b9b14, CÔNG TY TÀI CHÍNH TRÁCH NHIỆM HỮU HẠN MB SHINSEI (MCREDIT),https://glints.com/vn/companies/cong-ty-tai-chinh-trach-nhiem-huu-han-mb-shinsei-mcredit/7d2df1bd-1a7f-4ed7-932b-a9add54305e9,USD500 - 1.400/month,USD,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Tài chính,Ngôn Ngữ Lập Trình,Cẩn Thận,Tiếng Anh,Tableau,Chịu Được Áp Lực,Agile Project Management,Scrum,Power BI",,"5001 - 10,000 nhân viên",,Hà Nam,9 ngày trước,nhật 9 ngày trước,2022-11-11 13:48:49
63,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/3e68ea34-485d-48b1-8f3e-6f7ab394e43d,Missing Corner,https://glints.com/vn/companies/missing-corner/c23290b5-f6fb-4d79-a063-90d86eb2e81d,USD500 - 800/month,USD,Finance,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Ms Word & Ms Excel,Finance Analyst,Accounting And Auditing",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòng7th Floor, Spring Heirs Building, No.9, Lane 82, Dich Vong Hau Street, Cau Giay District, Hanoi, Vietnam.",Hà Nội,3 ngày trước,nhật 8 phút trước,2022-11-11 13:48:56
64,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/599378c1-fdb0-4470-81c3-55c4b08d5d2e,SotaTek,https://glints.com/vn/companies/sotatek/48c0bb86-7c5d-4391-8af0-fdc032279471,VND15.000.000 - 35.000.000/month,VND,Business Development / Sales,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"English,Business Analyst,Good Communication Skills,uml design",Information Technology and Services,501 - 1000 nhân viên,"Địa chỉ văn phòng Tòa CIC ( Số 2 Nguyễn Thị Duệ, Yên Hòa, Cầu Giấy, Hà Nội ) + Tòa Goden Park (Số 2 Phạm Văn Bạch, Yên Hòa, Cầu Giấy, Hà Nội )",Hà Nội,1 tháng trước,nhật 1 tháng trước,2022-11-11 13:49:04
65,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/2ca6fa52-4f35-43a2-a989-7719e33c9899,APERO TECHNOLOGIES GROUP,https://glints.com/vn/companies/apero-technologies-group/6f3ee861-88f6-4402-9798-7ae5f14654d8,VND10.000.000 - 25.000.000/month,VND,Software Engineering,Việc làm fulltime,Dưới một năm kinh nghiệm,,"Giải Quyết Vấn Đề,Kỹ năng giao tiếp,Chủ Động Và Ham Học Hỏi",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòngTòa Golden West, số 2 Lê Văn Thiêm, Thanh Xuân, Hà Nội",Hà Nội,28 ngày trước,nhật 25 ngày trước,2022-11-11 13:49:09
66,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/5951edd0-e88e-432f-8140-72f8eedae591,Công Ty Tnhh Công Nghệ Phần Mềm Unibiz ,https://glints.com/vn/companies/cong-ty-tnhh-cong-nghe-phan-mem-unibiz/770fc374-c2b2-49fc-a1f9-cddb30c3a829,VND12.000.000 - 18.000.000/month,VND,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Prototype,Project Planning,User case,Good Teamwork,Good Communication Skills,Strategic Planning,Flowchart",Computer Software,11-50 nhân viên,"Địa chỉ văn phòngTầng 6, Số 268 Trần Hưng Đạo B, Phường 11, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Ho Chi Minh City,2 tháng trước,nhật hôm qua,2022-11-11 13:49:15
67,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/7fc4198a-1f63-4753-bda2-d4fc5cad334f,GMO–Z.com RUNSYSTEM,https://glints.com/vn/companies/gmozcom-runsystem/2ab6a022-d131-420e-a0fa-a335ac9e26ad,USD1.500 - 2.000/month,USD,Software Engineering,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"English,Business Analyst,CRM",,501 - 1000 nhân viên,,Hà Nội,30 ngày trước,nhật 26 ngày trước,2022-11-11 13:49:27
68,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/bce7307c-bc24-41ca-9721-724ddbc0c9c7,Công ty Cổ phần Fincorp,https://glints.com/vn/companies/cong-ty-co-phan-fincorp/f871f6c2-dea6-4fbb-be62-f668b3d621c0,USD1.200 - 1.700/month,USD,Data Science,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Business Analyst,Good Communication Skills,Logical Thinking,Bachelors Degree > Bachelors Degree Computer Science",,51-200 nhân viên,"Địa chỉ văn phòng4A/167A Nguyễn Văn Thương, P. 25, Q. Bình Thạnh, Tp. HCM",Ho Chi Minh City,24 ngày trước,nhật 17 ngày trước,2022-11-11 13:49:33
69,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/34919fdb-ce7a-4419-a91a-99b8c42c1a65,Finhay,https://glints.com/vn/companies/finhay/3530967e-0844-44a0-8ac6-0e739a73779f,VND25.000.000 - 35.000.000/month,VND,Software Engineering,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Tiếng anh đọc hiểu,Tư Duy Logic Tốt,Visio",Financial Services,51-200 nhân viên,"Địa chỉ văn phòng8th Floor, Capital Building, 58 Kim Ma, Ba Dinh, Hanoi",Hà Nội,22 ngày trước,nhật 15 ngày trước,2022-11-11 13:49:42
70,BUSINESS ANALYST,https://glints.com/vn/opportunities/jobs/business-analyst/4e1821af-2241-4ed3-b5b7-84e4059347d0,Cubable,https://glints.com/vn/companies/cubable/39502997-6fe9-4505-a7ec-9a48e0f4c58a,,,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Problem Solving,Communication Skills,Business Analyst",Information Technology and Services,11-50 nhân viên,"Địa chỉ văn phòng113/3 Nguyen Van Huong, P. Thao Dien, Q.2, Tp. Ho Chi Minh",Ho Chi Minh City,7 ngày trước,nhật 7 ngày trước,2022-11-11 13:49:48
71,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/32b89e4c-0983-4300-a9fa-ae5af3ad065e,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,https://glints.com/vn/companies/cong-ty-co-phan-cong-nghe-phan-mem-tinh-van/c1d4ce18-93a2-4519-851c-cd4a80d12537,USD900 - 1.300/month,USD,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"English,it nhat 2,5 nam kinh nghiem,co kinh nghiem lam viec voi he t,Co kinh nghiem lam viec voi data",,51-200 nhân viên,"Địa chỉ văn phòngsố 10 đường số 1 cư xá Đô Thành, Q3",Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 13:49:54
72,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/2bd33a3a-fd62-4597-bb29-1066af2738fb,Mcv Corporation,https://glints.com/vn/companies/mcv-corporation/366bdaf6-f106-4ba5-a0d9-52acfb398aed,USD600 - 1.200/month,USD,Other,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"IT Business Analyst,English,Agile/Scrum",Media Production,201-500 nhân viên,,Ho Chi Minh City,1 tháng trước,nhật 1 tháng trước,2022-11-11 13:50:00
73,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/2946ca72-ae6c-409b-b755-220e504a1e47,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRƯỜNG MINH THỊNH,https://glints.com/vn/companies/cong-ty-co-phan-cong-nghe-truong-minh-thinh/42b2b53b-ab3a-42da-b9ca-73d5c92a15ab,VND10.000.000 - 35.000.000/month,VND,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Wbs,Mockup,BPMN,Business Analyst,Uml,Flowchart",Information Technology and Services,201-500 nhân viên,"Địa chỉ văn phòngTầng 2, lô III-26, đường 19/5A, nhóm CNII, Khu công nghiệp Tân Bình, Tân Phú, TPHCM",Ho Chi Minh City,1 tháng trước,nhật 2 ngày trước,2022-11-11 13:50:07
74,BUSINESS ANALYST ,https://glints.com/vn/opportunities/jobs/business-analyst/1fdc5c63-9300-4d0f-a61f-24b2e0f11e90,Công ty Cổ phần Công nghệ ISOFH,https://glints.com/vn/companies/cong-ty-co-phan-cong-nghe-isofh/979689f8-6d16-47e8-bbbb-669a96ae4441,USD600 - 2.000/month,USD,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"EMR,Business Analyst,Perfomance Testing",Hospital & Health Care,51-200 nhân viên,"Địa chỉ văn phòng35nguyễnđìnhchiểu,haibàtrưng,hànội",Hà Nội,3 tháng trước,nhật hôm qua,2022-11-11 13:50:11
75,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/d949ad92-58f4-4de2-b3f9-688ffd35c096,VĂN PHÒNG ĐẠI DIỆN QUOC HUONG,https://glints.com/vn/companies/van-phong-dai-dien-quoc-huong/7c4e3f61-2510-42e7-94f4-82222a0bbd3d,VND20.000.000 - 30.000.000/month,VND,Marketing,Việc làm fulltime,3 - 5 năm kinh nghiệm,,"Analytical Skills,Business Analyst,Data Analysis,Business Planning",Cosmetics,11-50 nhân viên,"Địa chỉ văn phòngThành phố Thủ Đức, TP Hồ Chí Minh",hủ Đức,2 tháng trước,nhật 2 tháng trước,2022-11-11 13:50:16
76,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/18ffb817-1d30-4c20-b30b-2a143136e1a0,Công Ty Cổ Phần Cyberlotus,https://glints.com/vn/companies/cong-ty-co-phan-cyberlotus/210a57e6-2858-44ff-9f74-6aa2ec134b91,IDR12.000.000 - 16.000.000/month,IDR,Data Science,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"kha nang viet tai lieu URD, SRS,Chuyên Ngành Cntt,Tư Duy Logic",Information Technology and Services,51-200 nhân viên,"Địa chỉ văn phòngTầng 4B, tòa nhà T608 KĐT Cổ Nhuế 1, Đường Tôn Quang Phiệt, P. Cổ Nhuế 1, Q, Bắc Từ Liêm, Hà Nội",Hà Nội,8 tháng trước,nhật 4 ngày trước,2022-11-11 13:50:24
77,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/90098b7b-21fa-4b2b-a62f-b2949e5613f4,Công ty cổ phần Gimasys VietNam,https://glints.com/vn/companies/cong-ty-co-phan-gimasys-vietnam/43267688-37bf-48a0-b674-f5b1b456094e,SGD800 - 1.500/month,SGD,Product Management,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Database Administration,Good Communication Skills,Quality Control",Information Technology and Services,201-500 nhân viên,"Địa chỉ văn phòngTầng 3 Tòa nhà Centre Point 106 Nguyễn Văn Trỗi, Phường 8, Phú Nhuận, Thành phố Hồ Chí Minh",Ho Chi Minh City,3 tháng trước,nhật hôm qua,2022-11-11 13:50:31
78,Business Analyst,https://glints.com/vn/opportunities/jobs/business-analyst/2c57a6ec-9bcb-4eab-ba2a-322daf700c17,Công ty Cổ phần Tập đoàn Công nghệ Unicloud (Unicloud Group),https://glints.com/vn/companies/cong-ty-co-phan-tap-doan-cong-nghe-unicloud-unicloud-group/9ab0e26e-c40e-4396-9954-ac1a37a1c64a,VND10.000.000 - 25.000.000/month,VND,Software Engineering,Việc làm fulltime,1 - 3 năm kinh nghiệm,,"Phát Triển Phần Mềm,Quản Lý Kinh Doanh,Phân Tích Nghiệp Vụ",Information Technology and Services,201-500 nhân viên,"Địa chỉ văn phòngBlock 5, Lô I-3B-1, Đường N6, Đ. D1, Phường Tân Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",Hà Nội,2 tháng trước,nhật 4 ngày trước,2022-11-11 13:50:39
